Abbr,Term,Country
NK63,Mercy Hospital Heliport,US
NK64,Albany Medical Center Heliport,US
NK65,H & H Aviation Service Inc. Heliport,US
NK68,White Birch Airport,US
NK71,Marcellus Airport,US
NK72,James Henion Private Field,US
NK73,Ciba-Geigy Heliport,US
NK74,Match Mate Airport,US
NK75,Thomas E. Perdue Heliport,US
NK76,Grammar Airport,US
NK77,Niagara Falls Memorial Parking Ramp Heliport,US
NK78,GE Management Development Institute Heliport,US
NK79,Lewis Landing Airport,US
NK80,Rainbow Air Heliport,US
NK81,Roberts Roost Airport,US
NK82,Engineers Airport,US
NK83,Nettie's Place Airport,US
NK84,Safe Flight Instrument Corporation Heliport,US
NK85,Harris Hill Heliport,US
NK86,Doms Heliport,US
NK87,Merkle Airport,US
NK89,Ultralight Flight Farm Ultralightport,US
NK90,TLI Heliport,US
NK91,Boyle's Landing Airport,US
NK92,Eab Plaza Heliport,US
NK95,Bastek Heliport,US
NK96,St Francis Hospital Heliport,US
NKD,Sinak Airport,ID
NL-0001,Antonius Ziekenhuis Heliport,NL
NL-0002,Medisch Centrum Leeuwarden. Locatie Zuid Heliport,NL
NL-0003,Ziekenhuis Talma Sionsberg Heliport,NL
NL-0004,Streekziekenhuis Koningin Beatrix Heliport,NL
NL-0005,Ziekenhuis Rivierenland Heliport,NL
NL-0006,Universitair Medisch Centrum Heliport,NL
NL-0007,Maastricht Universitair Medisch Centrum Heliport,NL
NL-0008,Viecuri Medisch Centrum Voor Noord-Limburg Heliport,NL
NL-0009,Maxima Medisch Centrum Heliport,NL
NL-0010,St. Elisabeth Ziekenhuis Heliport,NL
NL-0011,Rode Kruis Ziekenhuis Heliport,NL
NL-0012,Vu Medisch Centrum Heliport,NL
NL-0013,Isala Klinieken. Locatie Sophia Heliport,NL
NL-0014,Medisch Spectrum Twente Heliport,NL
NL-0015,Universitair Medisch Centrum Utrecht Heliport,NL
NL-0016,Albert Schweitzer Ziekenhuis. Locatie Amstelwijck Heliport,NL
NL-0017,Erasmus Medisch Centrum Heliport,NL
NL-0018,Leids Universitair Medisch Centrum Heliport,NL
NL-0019,Mc Haaglanden. Locatie Westeinde Heliport,NL
NL-0020,Medisch Centrum Rijnmond. Locatie Zuid Heliport,NL
NL-0021,Oosterschelde Ziekenhuis Heliport,NL
NL-0022,Ziekenhuis Zeeuws-Vlaanderen. Locatie De Honte Heliport,NL
NL-0023,Maldens Vlak Glider field,NL
NL-0024,Middenmeer Aerodrome,NL
NL-0025,Lukkien Heliport,NL
NL-0026,TrafficPort Venlo Airfield,NL
NL-0027,Axel Glider Airfield,NL
NL-0028,Glider Field Biddinghuizen,NL
NL-0029,Glider Field Castricum,NL
NL-0030,Glider Field De Voorst,NL
NL-0031,Haamstede Airfield,NL
NL-0032,Heli Holland Heliport,NL
NL-0033,Langeveld Glider Field,NL
NL-0034,Aeroclub Nistelrode,NL
NL-0035,Glider site Schinveld,NL
NL-0036,Veendam Glider Site,NL
NL-0037,Venlo Airfield,NL
NL-0038,Venlo-Herongen Air Base,NL
NL-0039,Havelte Airport,NL
NL-0040,Peest Airport,NL
NL-0041,Wieringermeer Glider Field,NL
NL-0042,Buiksloot Airfield,NL
NL-0043,Bergen Airfield,NL
NL-0044,Ypenburg Airbase,NL
NL-0045,Eindhoven Heliport,NL
NL-0046,Helihaven P. van Zutphen,NL
NL-0047,Keteloog Helipad,NL
NL-0048,TT Circuit Assen Helipad,NL
NL-0049,Keent Aerodrome,NL
NL-0050,Soesterberg Glidersite,NL
NL-0051,HeliAir,NL
NL-0052,Zweefvliegveld Noordkop,NL
NL-0053,Ockenburg Airport,NL
NL-0054,Waalhaven Airport,NL
NL-0055,Schijndel Airbase B.85,NL
NL-0056,Vliegpark Vlissingen,NL
NL-0057,Vliegveld B.84 De Rips,NL
NL-0058,Vliegveld B.91 De Kluis,NL
NL-0059,Vliegveld Kessel,NL
NL-0060,Vliegveld B.89 Mill,NL
NL-0061,Vliegveld Maaldrift,NL
NL-0062,Vliegveld B.86 Helmond,NL
NL-0063,Vliegveld B.88 Heesch,NL
NL-0064,Vliegkamp Ede,NL
NL-0065,Vliegveld Boxmeer,NL
NL-0066,Vliegveld Buiksloot,NL
NL-0067,Witten Glidersite,NL
NL-0068,Rotterdan Red Bull Airport,NL
NL-0069,Oostvoorne Airfield,NL
NL-0070,Voorburg Airfield,NL
NL-0071,Eemshaven Airfield,NL
NL-0072,Breskens Airfield,NL
NL-0073,Vught,NL
NL-0074,Helihaven Nationaal Lucht- en Ruimtevaartlaboratorium (NLR),NL
NL-0075,Koninklijk Nederlands Lucht- en Ruimtevaartcentrum (NLR),NL
NL-0076,Terschelling Heliport,NL
NL-0077,Schiermonnikoog Heliport,NL
NL-0078,Grand Hotel Huis ter Duin,NL
NL-0079,Marnewaard,NL
NL-0080,Vliehors (Shooting Range and Heliport),NL
NLH,Ninglang Luguhu Airport,CN
NLWF,Pointe Vele Airport,WF
NLWW,Hihifo Airport,WF
NM00,Albuquerque Regional Medical Center Heliport,US
NM01,Rancho Magdalena Airport,US
NM02,Biplane Ranch Airport,US
NM03,K-D Field,US
NM04,Keller Field,US
NM05,Williams Airport,US
NM06,St Vincent Hospital Heliport,US
NM07,Home Heliport,US
NM08,Solo Ranch Airport,US
NM09,First Aero Squadron Airpark,US
NM10,Tequesquite Ranch Airport,US
NM11,University of New Mexico Hospital Heliport,US
NM12,Chowning Heliport,US
NM13,Burris E Station Airport,US
NM14,Burris E Ranch Airport,US
NM15,Clavel Ranch Airport,US
NM16,Chama Land and Cattle Company Airport,US
NM17,Ray Ranch Airport,US
NM18,Flying H Airport,US
NM19,Ruidoso Heliport,US
NM20,Benedict Airpark,US
NM21,Patterson Ranch Airport,US
NM22,Sierra Vista Hospital Heliport,US
NM23,IHS Hospital Heliport,US
NM24,Eastside Airport,US
NM25,Lincoln Station Airport,US
NM26,Luna Landing Airport,US
NM27,Sanostee Airport,US
NM28,Beckett Farm Airport,US
NM29,Rosebud Airport,US
NM30,Mitchell Farms Airport,US
NM31,Elk Valley Airstrip,US
NM32,Bell Ranch Waggoner Airport,US
NM33,Bell Ranch Headquarters Airport,US
NM34,Keelin Heliport,US
NM35,Socorro General Hospital Heliport,US
NM36,Candy Kitchen Ranch Airport,US
NM37,Adobe Ranch Private Airport,US
NM38,Double V Ranch Airport,US
NM39,Davenport Airport,US
NM40,Gorby Ranch Airport,US
NM41,Happy Mountain Airport,US
NM42,Aero Tech Inc Airport,US
NM43,Southwell H.Q. Heliport,US
NM44,Bojax Ranch Airport,US
NM45,Pay Jay Nr 1 Heliport,US
NM46,Pay Jay Nr 2 Heliport,US
NM47,2x4 Ranch Airport,US
NM48,Ensenada Airport,US
NM49,J & M Farms Airport,US
NM50,Lovelace Westside Hospital Heliport,US
NM51,Chloride Airport,US
NM52,Camco Ranch Airport,US
NM53,San Miguel Ranch Airport,US
NM54,District 5 Headquarters Heliport,US
NM55,Whitewater Mesa Ranch Airport,US
NM56,Mystic Bluffs Airport,US
NM57,Governor's Residence Heliport,US
NM58,Emergency Operations Center Heliport,US
NM59,Price's Dairy Airport,US
NM60,Hoffmann Helicopters Heliport,US
NM61,New Mexico Soaring Ranch Airport,US
NM62,Sjrmc Heliport,US
NM63,Big Sky Airport,US
NM64,Gray Ranch Airport,US
NM65,Taos County Hospital Heliport,US
NM66,Poco Loco Airport,US
NM67,La Mesa Park Airport,US
NM68,Rael Ranch Horse Pasture Airport,US
NM69,Casas Adobes Airpark,US
NM70,Rodeo Airport,US
NM71,Three Rivers Ranch Airport,US
NM72,Turner Ridgeport Airport,US
NM73,Akin and Akin Airport,US
NM74,Cubero Airport,US
NM75,Doolittle Ranch Airport,US
NM76,Park Springs Airport,US
NM77,Memorial Medical Center Heliport,US
NM78,Hacienda Sur Luna Airport,US
NM79,Shoestring Ranch Airport,US
NM80,Quemado Airport,US
NM81,St Johns College Helispot Heliport,US
NM82,KRQE Heliport,US
NM83,Industrial Airpark,US
NM84,G Bar F Ranch Airport,US
NM85,Gila Regional Heliport,US
NM86,Playas Air Strip,US
NM87,Jenkins Airport,US
NM88,Skywagon Farm Airport,US
NM89,Manzano-Mountain Air Ranch Airport,US
NM90,Amigos Del Cielo Airport,US
NM91,High Lonesome Airport,US
NM92,Tierra de Dios Airport,US
NM93,Lovelace Regional Hospital - Roswell Heliport,US
NM94,Nor-Lea Hospital Heliport,US
NND,Nangade Airport,MZ
NO-0001,Haga Airfield,NO
NO-0002,Maarud,NO
NO-0003,Kilen Seaplane Base,NO
NO-0004,Gressholmen Seaplane Base,NO
NO-0005,Lindøye Seaplane Base,NO
NO-0006,Stavanger Airport Forus,NO
NO-0007,Vermundsjøen Ice Runway,NO
NO-0008,Salangen Airfield Elvenes,NO
NO-0009,Grong/Bjørgan Airfield,NO
NO-0010,Graundalen,NO
NO-0011,Henning (Nedre Langli),NO
NO-0012,Frosta Airfield,NO
NO-0013,Agdenes Airfield Breivika,NO
NO-0014,Meråker Airfield Øian,NO
NO-0015,Ler Airfield,NO
NO-0016,Fiske Airfield,NO
NO-0017,Gravvold Airfield,NO
NO-0018,Gossen Airfield,NO
NO-0019,Bjorli Airfield,NO
NO-0020,Wadahl,NO
NO-0021,Atna,NO
NO-0022,Sølenstua Airfield,NO
NO-0023,Rena Airfield Landsørkje,NO
NO-0024,Mesnali Airfield,NO
NO-0025,Husodden Airfield,NO
NO-0026,Evje Airfield,NO
NO-0027,Torsnes Airfield,NO
NO-0028,Vestby Airfield,NO
NO-0029,Gjølstad Airfield,NO
NO-0030,Ose Airfield,NO
NO-0031,Feiring Airfield,NO
NO-0032,Bøverbru Airfield,NO
NO-0033,Lillehammer Mjøsisen Ice Runway,NO
NO-0034,Longyearbyen Airport,NO
NO-0035,Old Båtsfjord Airport,NO
NO-0036,Ljørdalen Flyplass,NO
NO-0037,"Sandnessjøen Heliport, Hospital",NO
NO-0038,Masjok,NO
NO-0039,Huseby Airstrip,NO
NO-0040,Veum Airstrip,NO
NO-0041,Spydeberg Airstrip,NO
NO-0042,Rompene Airport,NO
NO-0043,Ripel Airstrip,NO
NO-0044,Haukeland Universitetssykehus Heliport,NO
NO-0045,Kalnes Sykehus Heliport,NO
NO-0046,Kjøllefjord Airport,NO
NO-0047,"Bykle Heliport, Hovden",NO
NO-0048,"Harstad Heliport, Stangnes South",NO
NO-0049,"Harstad Heliport, Hospital",NO
NO-0050,"Kinsarvik Heliport, Husemoen",NO
NO-0051,"Kristiansand Heliport, Hospital",NO
NO-0052,"Kristiansund Heliport, Hospital",NO
NO-0053,"Molde Heliport, Hospital",NO
NO-0054,Stryn Airstrip,NO
NO-0055,Suldal Heliport,NO
NO-0056,Stryn Heliport,NO
NO-0057,"Tønsberg Heliport, Hospital",NO
NO-0058,"Tromsø Heliport, University Hospital",NO
NO-0059,Setermoen Airstrip,NO
NO-0060,Overhalla Airstrip,NO
NO-0061,Eidsberg Airstrip,NO
NO-0062,Trøgstad Airfield,NO
NO-0063,Gjerstad Gård Airstrip,NO
NO-0064,Svenningdal Airstrip,NO
NO-0065,Haakonsvern Heliport,NO
NO-0066,Kårstø Heliport,NO
NO-0067,Herdla Airport,NO
NO-0068,"Bergen Seaplane Base, Sandviken",NO
NO-0069,"Bergen Heliport, Sandviken",NO
NO-0070,Gulli Airstrip,NO
NO-0071,Hurdal Airstrip,NO
NO-0072,Airlift Ljosland,NO
NO-0073,Ballangen Airfield,NO
NO-0074,Villmobakken Airstrip,NO
NO-0075,Gamvik Airport,NO
NO-0076,Djupvik Heliport,NO
NO-0077,Gairasmoen Airstrip,NO
NO-0078,Maggi Beach Airstrip,NO
NO-0079,Veslemoen Airstrip,NO
NO-0080,Ravnastua Airstrip,NO
NO-0081,Tana Bru Heliport,NO
NO-0082,Skogn Flyplass,NO
NO-0083,Skarva Airfield,NO
NO-0084,Åsegardmoen Airfield,NO
NO-0085,Lier flyplass,NO
NO-0086,Askestad Airstrip,NO
NO-0087,Hovland Hovedgaard Heliport,NO
NO-0088,Politiets nasjonale beredskapssenter Heliport,NO
NO-0089,Hegglandsdalen Flyplass,NO
NO-0090,Løten Forest Airstrip,NO
NO-0091,Hjerkinn flyplass,NO
NO-0092,Skitnerød flyplass,NO
NO-0093,Ruteig Airstrip,NO
NO-0094,Blestergrende Airstrip,NO
NO-0095,Nord-Herøy Island Airstrip,NO
NO-0096,"Sola Sjø, Sømmevågen",NO
NO-0097,Haslemoen Flyplass,NO
NO-0098,Ålesund Sørneset Seaplane Base,NO
NO-0099,"Oslo, Fornebu Airport",NO
NO-0100,Storsjøen Ice,NO
NOM,Nomad River Airport,PG
NOO,Naoro Airport,PG
NP-0001,Kamal Bazar Airport,NP
NP-0002,Talcha Rara Mugu Airport,NP
NP-0003,Pokhara International Airport,NP
NP-0004,Hotel Everest View Heliport,NP
NP-0005,Tengboche Monastery Heliport,NP
NP-0006,Rivendell Lodge Heliport,NP
NP-0007,Mount Everest Base Camp Heliport,NP
NP-0008,Pheriche Heliport,NP
NP-0009,Kala Patthar Heliport,NP
NP-0010,Tengboche Heliport,NP
NP-0011,Khumjung Heliport,NP
NP-0012,Namche Bazar Heliport,NP
NP-0013,Thame Helipad Solukhumbu Nepal,NP
NP-0014,Lokhim Heliport,NP
NP-0015,Khanidanda Airport,NP
NP-0016,Magpa Army Heliport,NP
NP-0017,Pathibhara Devi Temple Heliport,NP
NP-0018,Pathibhara Lodge Heliport,NP
NP-MWP,Mountain Airport,NP
NPG,Nipa Airport,PG
NR00,Valley Heliport,US
NR01,Kitty Hawk One Heliport,US
NR02,Jordan Field,US
NR03,Highlands - Cashiers Hospital Heliport,US
NR04,Southern Skies Airstrip,US
NR05,Lowe's Wilkesboro Heliport,US
NR06,Hunter Construction Heliport,US
NR07,Yancey EMS Medical Heliport,US
NR15,Brunswick Nuclear Plant Helipad,US
NR17,Wilson Medical Center Heliport,US
NR20,Raeford West Airport,US
NR25,Vidant Multispecialty Clinic Heliport,US
NR27,Saw Home Heliport,US
NR28,Sampson County Heliport,US
NR30,Atrium Health Harrisburg Heliport,US
NR35,Central Carolina Hospital Heliport,US
NR37,Suter Field,US
NR40,Als Airport,US
NR51,Firing Range Heliport,US
NR66,JLW Home Heliport,US
NR68,Loop Field Ultralight Flightpark,US
NR80,CaroMont Regional Medical Center Heliport,US
NR84,Warren Recreational Complex Heliport,US
NR88,Tobacco Road Airport,US
NR89,Steve's Farm Heliport,US
NR91,Lumberton Emergency Rescue Unit Heliport,US
NR94,Heavenly Acres Airport,US
NR99,Corolla Fire Station Heliport,US
NRC,NASA Crows Landing Airport,US
NRY,Newry Airport,AU
NSAS,Ofu Airport,AS
NSAU,Asau Airport,WS
NSFA,Faleolo International Airport,WS
NSFI,Fagali'i Airport,WS
NSFQ,Fitiuta Airport,AS
NSMA,Maota Airport,WS
NSTU,Pago Pago International Airport,AS
NTA,Natadola Airport,FJ
NTAA,Faa'a International Airport,PF
NTAM,Rimatara Airport,PF
NTAR,Rurutu Airport,PF
NTAT,Tubuai Airport,PF
NTAV,Raivavae Airport,PF
NTGA,Anaa Airport,PF
NTGB,Fangatau Airport,PF
NTGC,Tikehau Airport,PF
NTGD,Apataki Airport,PF
NTGE,Reao Airport,PF
NTGF,Fakarava Airport,PF
NTGG,Nengo-Nengo Airport,PF
NTGH,Hikueru Airport,PF
NTGI,Manihi Airport,PF
NTGJ,Totegegie Airport,PF
NTGK,Kaukura Airport,PF
NTGM,Makemo Airport,PF
NTGN,Napuka Island Airport,PF
NTGO,Tatakoto Airport,PF
NTGP,Puka Puka Airport,PF
NTGQ,Pukaruha Airport,PF
NTGR,Aratika-Perles Airport,PF
NTGS,Marutea Airport,PF
NTGT,Takapoto Airport,PF
NTGU,Arutua Airport,PF
NTGV,Mataiva Airport,PF
NTGW,Nukutavake Airport,PF
NTGY,Tureia Airport,PF
NTHE,Ahe Airport,PF
NTKA,Kauehi Airport,PF
NTKF,Faaite Airport,PF
NTKH,Fakahina Airport,PF
NTKK,Aratika Nord Airport,PF
NTKM,Takume Airport,PF
NTKN,Naiu Airport,PF
NTKO,Raroia Airport,PF
NTKR,Takaroa Airport,PF
NTKT,Katiu Airport,PF
NTKU,Nukutepipi Airport,PF
NTMD,Nuku Hiva Airport,PF
NTMN,Hiva Oa-Atuona Airport,PF
NTMP,Ua Pou Airport,PF
NTMU,Ua Huka Airport,PF
NTTB,Bora Bora Airport,PF
NTTE,Tetiaroa Airport,PF
NTTG,Rangiroa Airport,PF
NTTH,Huahine-Fare Airport,PF
NTTM,Moorea Temae Airport,PF
NTTO,Hao Airport,PF
NTTP,Maupiti Airport,PF
NTTR,Raiatea Airport,PF
NTTU,Tupai Airport,PF
NTTX,Moruroa Airport,PF
NTUV,Vahitahi Airport,PF
NUF,Castlereagh Lake Seaplane Base,LK
NUG,Nuguria Airstrip,PG
NUT,Nutuve Airport,PG
NV00,Valley View Airport,US
NV01,Echo Bay Marina Heliport,US
NV02,O'Toole Ranch Airport,US
NV03,Las Vegas Helicopters Heliport,US
NV04,Marys River Ranch Airport,US
NV05,Soldier Meadow Number 2 Airport,US
NV06,Soldier Meadow Number 1 Airport,US
NV07,Sunnyside / Kirch Wildlife Management Area Airport,US
NV08,Petan Ranch Airport,US
NV09,H Bar H Airport,US
NV10,Car Country Heliport,US
NV11,Yucca Airstrip,US
NV12,I-L Ranch Airport,US
NV13,Bailey Ranch Airport,US
NV14,Juniper Airport,US
NV15,Carson-Tahoe Regional Medical Center Heliport,US
NV16,Lackerman Ranch Airport,US
NV17,Youngberg Ranch Airport,US
NV18,Logandale Fire/EMS Heliport,US
NV19,Nevada Dept of Wildlife State Headquarters Heliport,US
NV20,Topaz Ranch Heliport,US
NV21,Sky Ranch Heliport,US
NV22,Red Rock Ranch Airport,US
NV23,Air Sailing Gliderport,US
NV24,Fort Ruby Ranch Airstrip,US
NV25,St Rose de Lima Dominican Hospital Heliport,US
NV26,Voc Tech Airport,US
NV27,Circle L Ranch Airport,US
NV28,Rlb Heliport,US
NV29,Excalibur Hotel/Casino Heliport,US
NV30,Dixie Valley Airport,US
NV31,Barker Creek Ranch Airstrip,US
NV32,Nev Fish & Game Reg III Headquarters Heliport,US
NV33,Farias Wheel Airport,US
NV34,University Medical Center Southern Nevada Heliport,US
NV35,Hudson Airport,US
NV36,Imvite Airport,US
NV37,El Dorado Substation Heliport,US
NV38,KLAS-TV Channel 8 Heliport,US
NV40,Action Heliport,US
NV41,Sulphur Airport,US
NV42,Heritage Airport,US
NV44,Justover Field,US
NV47,Palomino Airport,US
NV48,Circus Circus Heliport,US
NV49,Hacienda Hotel Heliport,US
NV52,City Hall Complex Heliport,US
NV53,Valley Hospital Medical Center Heliport,US
NV54,Flying S Ranch Ultralightport,US
NV55,Pinenut Airport,US
NV56,Wine Glass Ranch Airport,US
NV57,Renown Regional Medical Center Heliport,US
NV58,St Mary's Regional Medical Center Heliport,US
NV60,Carson-Tahoe Hospital Heliport,US
NV61,Gilbert Development Corporation Heliport,US
NV62,Valley Medical Center Heliport,US
NV63,Claude I. Howard Heliport,US
NV64,Swanson Ranch 3 Airport,US
NV67,Pilot Creek Ranches Airport,US
NV68,Pine Grove Airport,US
NV69,Northern Nevada Medical Center Heliport,US
NV72,Sweetwater (USMC) Airport,US
NV73,Precious Materials Heliport,US
NV74,Calvada Meadows Airport,US
NV75,SCE Mohave Generating Station Heliport,US
NV77,Empire Farms Airport,US
NV78,Remsa/Care Flight Heliport,US
NV83,Hadley Airport,US
NV86,Sunrise Medical Center Heliport,US
NV89,Red Owl Ranch Airport,US
NV91,Fly Sin City #1 Heliport,US
NV92,Fly Sin City #2 Heliport,US
NV93,Fly Sin City #3 Heliport,US
NV96,Rolling Thunder Airport,US
NV97,Desert Creek Airport,US
NV98,Caas Airport,US
NV99,Maverick Heliport,US
NVSA,Mota Lava Airport,VU
NVSC,Sola Airport,VU
NVSD,Torres Airstrip,VU
NVSE,Siwo Airport,VU
NVSF,Craig Cove Airport,VU
NVSG,Longana Airport,VU
NVSH,Sara Airport,VU
NVSI,Tavie Airport,VU
NVSL,Lamap Airport,VU
NVSM,Lamen Bay Airport,VU
NVSN,Maewo-Naone Airport,VU
NVSO,Lonorore Airport,VU
NVSP,Norsup Airport,VU
NVSQ,Gaua Island Airport,VU
NVSR,Redcliffe Airport,VU
NVSS,Santo Pekoa International Airport,VU
NVST,Tongoa Airport,VU
NVSU,Uléi Airport,VU
NVSV,Valesdir Airport,VU
NVSW,Walaha Airport,VU
NVSX,Southwest Bay Airport,VU
NVSZ,North West Santo Airport,VU
NVVA,Aneityum Airport,VU
NVVB,Aniwa Airport,VU
NVVD,Dillon's Bay Airport,VU
NVVF,Futuna Airport,VU
NVVI,Ipota Airport,VU
NVVJ,Forari Airport,VU
NVVK,Lenakel Airport,VU
NVVQ,Quoin Hill Airfield,VU
NVVV,Bauerfield International Airport,VU
NVVW,Tanna Airport,VU
NWT,Nowata Airport,PG
NWWA,Tiga Airport,NC
NWWB,Bourail - Poé Airport,NC
NWWC,Île Art - Waala Airport,NC
NWWD,Koné Airport,NC
NWWE,Île des Pins Airport,NC
NWWF,Voh Airport,NC
NWWH,Nesson Airport,NC
NWWI,Hienghène Airport,NC
NWWK,Koumac Airport,NC
NWWL,Lifou Airport,NC
NWWM,Nouméa Magenta Airport,NC
NWWO,Île Ouen/Edmond Cané Airport,NC
NWWP,Poum / Malabou Airport,NC
NWWQ,Mueo Airport,NC
NWWR,Maré Airport,NC
NWWS,Plaine des Lacs Airport,NC
NWWT,Oua Tom Airport,NC
NWWU,Touho Airport,NC
NWWV,Ouvéa Airport,NC
NWWW,La Tontouta International Airport,NC
NWWY,Ouaco Airport,NC
NX01,Cole Landing Zone Airport,US
NXF,MCOLF Camp Pendleton (Red Beach) Airport,US
NY00,Basher Field,US
NY01,Knowlesville Airport,US
NY02,Mountain Top Airport,US
NY03,Skytop Airport,US
NY04,East Arcade Airport,US
NY05,Hogan Airport,US
NY06,Gaines Valley Aviation Airport,US
NY07,Hurlbut Field,US
NY08,Port Jervis Fire Department Heliport,US
NY09,Middle Hope Airport,US
NY1,Kline Kill Airport,US
NY10,Duflo Airport,US
NY11,Lakestone Farm Airport,US
NY12,Auburn Community Hospital Heliport,US
NY13,D'Amico Airport,US
NY14,Wyde Heliport,US
NY15,Lakeville Airport,US
NY16,Oak Ridge Airport,US
NY17,Adirondack Airpark Estates Airport,US
NY18,Neno Airport,US
NY19,Walls Airport,US
NY20,Nellis Field,US
NY21,Dewitt Heliport,US
NY22,NYPD Air Operations (Floyd Bennett Field) Heliport,US
NY23,MAC Airport,US
NY24,Taylor Johnson Airport,US
NY25,F&F Airpark Airport,US
NY26,Sky-Ranch Airport,US
NY27,South Dayton Airport,US
NY28,Anthonson Airport,US
NY29,Schuyler Airport,US
NY30,Hilltop Heliport,US
NY31,Rabbit Lane Airport,US
NY32,Fort Hill Airport,US
NY33,Westerlo Airport,US
NY34,Randall's Roost Airport,US
NY35,Stanton Airport,US
NY36,Adirondack Medical Center Heliport,US
NY37,Galway Airport,US
NY38,Mc Bride's Airport,US
NY39,Virgil Excavation Heliport,US
NY40,Gentzke Aeronautical Park Airport,US
NY41,Best Western Red Jacket Inn Heliport,US
NY42,Paradise Airport,US
NY43,Mountain View Heliport,US
NY44,IBM Somers Heliport,US
NY45,Robins Island South Heliport,US
NY46,Bel-Aire Farms Heliport,US
NY47,Wyeth Ayerst Heliport,US
NY48,Grace's Landing Airport,US
NY49,Mesmer Airport,US
NY50,Johnson Airport,US
NY51,Russell Airport,US
NY52,Staten Island University Hospital Heliport,US
NY53,Tri County Airways Airport,US
NY54,Evergreen Mountain Heliport,US
NY55,Grund Field,US
NY57,Remsen City Airport,US
NY58,Snow Field,US
NY59,Valenty Mierek Airport,US
NY60,Vasile Field,US
NY61,Eagle Nest Seaplane Base,US
NY62,Curtis Airport,US
NY63,Archdale Meadows Airport,US
NY64,The Pines Airport,US
NY65,Circle K Ranch Airport,US
NY66,Lewis Field,US
NY67,Carter Flight Park Ultralightport,US
NY68,Richfield Airport,US
NY69,John Gonzales Field,US
NY70,Scott'S Sky Ranch Airport,US
NY71,O'Riley Airport,US
NY72,Poolsbrook Aerodrome,US
NY73,Miller Field,US
NY74,Deer Run Airport,US
NY75,Ch 12 News Woodbury Heliport,US
NY76,Neverland Airport,US
NY77,Wandervogel Gliderport,US
NY78,Downsville Airport,US
NY79,Keysa Airport,US
