"Port","Service","Protocol","Description"
"2078","tpcsrvr","tcp","IBM Total Productivity Center Server"
"2078","tpcsrvr","udp","IBM Total Productivity Center Server"
"2079","idware-router","tcp","IDWARE Router Port"
"2079","idware-router","udp","IDWARE Router Port"
"2080","autodesk-nlm","tcp","Autodesk NLM (FLEXlm)"
"2080","autodesk-nlm","udp","Autodesk NLM (FLEXlm)"
"2081","kme-trap-port","tcp","KME PRINTER TRAP PORT"
"2081","kme-trap-port","udp","KME PRINTER TRAP PORT"
"2082","infowave","tcp","Infowave Mobility Server"
"2082","infowave","udp","Infowave Mobility Server"
"2083","radsec","tcp","Secure Radius Service"
"2083","radsec","udp","Secure Radius Service"
"2084","sunclustergeo","tcp","SunCluster Geographic"
"2084","sunclustergeo","udp","SunCluster Geographic"
"2085","ada-cip","tcp","ADA Control"
"2085","ada-cip","udp","ADA Control"
"2086","gnunet","tcp","GNUnet"
"2086","gnunet","udp","GNUnet"
"2087","eli","tcp","ELI - Event Logging Integration"
"2087","eli","udp","ELI - Event Logging Integration"
"2088","ip-blf","tcp","IP Busy Lamp Field"
"2088","ip-blf","udp","IP Busy Lamp Field"
"2089","sep","tcp","Security Encapsulation Protocol - SEP"
"2089","sep","udp","Security Encapsulation Protocol - SEP"
"2090","lrp","tcp","Load Report Protocol"
"2090","lrp","udp","Load Report Protocol"
"2091","prp","tcp","PRP"
"2091","prp","udp","PRP"
"2092","descent3","tcp","Descent 3"
"2092","descent3","udp","Descent 3"
"2093","nbx-cc","tcp","NBX CC"
"2093","nbx-cc","udp","NBX CC"
"2094","nbx-au","tcp","NBX AU"
"2094","nbx-au","udp","NBX AU"
"2095","nbx-ser","tcp","NBX SER"
"2095","nbx-ser","udp","NBX SER"
"2096","nbx-dir","tcp","NBX DIR"
"2096","nbx-dir","udp","NBX DIR"
"2097","jetformpreview","tcp","Jet Form Preview"
"2097","jetformpreview","udp","Jet Form Preview"
"2098","dialog-port","tcp","Dialog Port"
"2098","dialog-port","udp","Dialog Port"
"2099","h2250-annex-g","tcp","H.225.0 Annex G Signalling"
"2099","h2250-annex-g","udp","H.225.0 Annex G Signalling"
"2100","amiganetfs","tcp","Amiga Network Filesystem"
"2100","amiganetfs","udp","Amiga Network Filesystem"
"2101","rtcm-sc104","tcp","rtcm-sc104"
"2101","rtcm-sc104","udp","rtcm-sc104"
"2102","zephyr-srv","tcp","Zephyr server"
"2102","zephyr-srv","udp","Zephyr server"
"2103","zephyr-clt","tcp","Zephyr serv-hm connection"
"2103","zephyr-clt","udp","Zephyr serv-hm connection"
"2104","zephyr-hm","tcp","Zephyr hostmanager"
"2104","zephyr-hm","udp","Zephyr hostmanager"
"2105","minipay","tcp","MiniPay"
"2105","minipay","udp","MiniPay"
"2106","mzap","tcp","MZAP"
"2106","mzap","udp","MZAP"
"2107","bintec-admin","tcp","BinTec Admin"
"2107","bintec-admin","udp","BinTec Admin"
"2108","comcam","tcp","Comcam"
"2108","comcam","udp","Comcam"
"2109","ergolight","tcp","Ergolight"
"2109","ergolight","udp","Ergolight"
"2110","umsp","tcp","UMSP"
"2110","umsp","udp","UMSP"
"2111","dsatp","tcp","OPNET Dynamic Sampling Agent Transaction Protocol"
"2111","dsatp","udp","OPNET Dynamic Sampling Agent Transaction Protocol"
"2112","idonix-metanet","tcp","Idonix MetaNet"
"2112","idonix-metanet","udp","Idonix MetaNet"
"2113","hsl-storm","tcp","HSL StoRM"
"2113","hsl-storm","udp","HSL StoRM"
"2114","newheights","tcp","NEWHEIGHTS"
"2114","newheights","udp","NEWHEIGHTS"
"2115","kdm","tcp","Key Distribution Manager"
"2115","kdm","udp","Key Distribution Manager"
"2116","ccowcmr","tcp","CCOWCMR"
"2116","ccowcmr","udp","CCOWCMR"
"2117","mentaclient","tcp","MENTACLIENT"
"2117","mentaclient","udp","MENTACLIENT"
"2118","mentaserver","tcp","MENTASERVER"
"2118","mentaserver","udp","MENTASERVER"
"2119","gsigatekeeper","tcp","GSIGATEKEEPER"
"2119","gsigatekeeper","udp","GSIGATEKEEPER"
"2120","qencp","tcp","Quick Eagle Networks CP"
"2120","qencp","udp","Quick Eagle Networks CP"
"2121","scientia-ssdb","tcp","SCIENTIA-SSDB"
"2121","scientia-ssdb","udp","SCIENTIA-SSDB"
"2122","caupc-remote","tcp","CauPC Remote Control"
"2122","caupc-remote","udp","CauPC Remote Control"
"2123","gtp-control","tcp","GTP-Control Plane (3GPP)"
"2123","gtp-control","udp","GTP-Control Plane (3GPP)"
"2124","elatelink","tcp","ELATELINK"
"2124","elatelink","udp","ELATELINK"
"2125","lockstep","tcp","LOCKSTEP"
"2125","lockstep","udp","LOCKSTEP"
"2126","pktcable-cops","tcp","PktCable-COPS"
"2126","pktcable-cops","udp","PktCable-COPS"
"2127","index-pc-wb","tcp","INDEX-PC-WB"
"2127","index-pc-wb","udp","INDEX-PC-WB"
"2128","net-steward","tcp","Net Steward Control"
"2128","net-steward","udp","Net Steward Control"
"2129","cs-live","tcp","cs-live.com"
"2129","cs-live","udp","cs-live.com"
"2130","xds","tcp","XDS"
"2130","xds","udp","XDS"
"2131","avantageb2b","tcp","Avantageb2b"
"2131","avantageb2b","udp","Avantageb2b"
"2132","solera-epmap","tcp","SoleraTec End Point Map"
"2132","solera-epmap","udp","SoleraTec End Point Map"
"2133","zymed-zpp","tcp","ZYMED-ZPP"
"2133","zymed-zpp","udp","ZYMED-ZPP"
"2134","avenue","tcp","AVENUE"
"2134","avenue","udp","AVENUE"
"2135","gris","tcp","Grid Resource Information Server"
"2135","gris","udp","Grid Resource Information Server"
"2136","appworxsrv","tcp","APPWORXSRV"
"2136","appworxsrv","udp","APPWORXSRV"
"2137","connect","tcp","CONNECT"
"2137","connect","udp","CONNECT"
"2138","unbind-cluster","tcp","UNBIND-CLUSTER"
"2138","unbind-cluster","udp","UNBIND-CLUSTER"
"2139","ias-auth","tcp","IAS-AUTH"
"2139","ias-auth","udp","IAS-AUTH"
"2140","ias-reg","tcp","IAS-REG"
"2140","ias-reg","udp","IAS-REG"
"2141","ias-admind","tcp","IAS-ADMIND"
"2141","ias-admind","udp","IAS-ADMIND"
"2142","tdmoip","tcp","TDM OVER IP"
"2142","tdmoip","udp","TDM OVER IP"
"2143","lv-jc","tcp","Live Vault Job Control"
"2143","lv-jc","udp","Live Vault Job Control"
"2144","lv-ffx","tcp","Live Vault Fast Object Transfer"
"2144","lv-ffx","udp","Live Vault Fast Object Transfer"
"2145","lv-pici","tcp","Live Vault Remote Diagnostic Console Support"
"2145","lv-pici","udp","Live Vault Remote Diagnostic Console Support"
"2146","lv-not","tcp","Live Vault Admin Event Notification"
"2146","lv-not","udp","Live Vault Admin Event Notification"
"2147","lv-auth","tcp","Live Vault Authentication"
"2147","lv-auth","udp","Live Vault Authentication"
"2148","veritas-ucl","tcp","VERITAS UNIVERSAL COMMUNICATION LAYER"
"2148","veritas-ucl","udp","VERITAS UNIVERSAL COMMUNICATION LAYER"
"2149","acptsys","tcp","ACPTSYS"
"2149","acptsys","udp","ACPTSYS"
"2150","dynamic3d","tcp","DYNAMIC3D"
"2150","dynamic3d","udp","DYNAMIC3D"
"2151","docent","tcp","DOCENT"
"2151","docent","udp","DOCENT"
"2152","gtp-user","tcp","GTP-User Plane (3GPP)"
"2152","gtp-user","udp","GTP-User Plane (3GPP)"
"2153","ctlptc","tcp","Control Protocol"
"2153","ctlptc","udp","Control Protocol"
"2154","stdptc","tcp","Standard Protocol"
"2154","stdptc","udp","Standard Protocol"
"2155","brdptc","tcp","Bridge Protocol"
"2155","brdptc","udp","Bridge Protocol"
"2156","trp","tcp","Talari Reliable Protocol"
"2156","trp","udp","Talari Reliable Protocol"
"2157","xnds","tcp","Xerox Network Document Scan Protocol"
"2157","xnds","udp","Xerox Network Document Scan Protocol"
"2158","touchnetplus","tcp","TouchNetPlus Service"
"2158","touchnetplus","udp","TouchNetPlus Service"
"2159","gdbremote","tcp","GDB Remote Debug Port"
"2159","gdbremote","udp","GDB Remote Debug Port"
"2160","apc-2160","tcp","APC 2160"
"2160","apc-2160","udp","APC 2160"
"2161","apc-2161","tcp","APC 2161"
"2161","apc-2161","udp","APC 2161"
"2162","navisphere","tcp","Navisphere"
"2162","navisphere","udp","Navisphere"
"2163","navisphere-sec","tcp","Navisphere Secure"
"2163","navisphere-sec","udp","Navisphere Secure"
"2164","ddns-v3","tcp","Dynamic DNS Version 3"
"2164","ddns-v3","udp","Dynamic DNS Version 3"
"2165","x-bone-api","tcp","X-Bone API"
"2165","x-bone-api","udp","X-Bone API"
"2166","iwserver","tcp","iwserver"
"2166","iwserver","udp","iwserver"
"2167","raw-serial","tcp","Raw Async Serial Link"
"2167","raw-serial","udp","Raw Async Serial Link"
"2168","easy-soft-mux","tcp","easy-soft Multiplexer"
"2168","easy-soft-mux","udp","easy-soft Multiplexer"
"2169","brain","tcp","Backbone for Academic Information Notification (BRAIN)"
"2169","brain","udp","Backbone for Academic Information Notification (BRAIN)"
"2170","eyetv","tcp","EyeTV Server Port"
"2170","eyetv","udp","EyeTV Server Port"
"2171","msfw-storage","tcp","MS Firewall Storage"
"2171","msfw-storage","udp","MS Firewall Storage"
"2172","msfw-s-storage","tcp","MS Firewall SecureStorage"
"2172","msfw-s-storage","udp","MS Firewall SecureStorage"
"2173","msfw-replica","tcp","MS Firewall Replication"
"2173","msfw-replica","udp","MS Firewall Replication"
"2174","msfw-array","tcp","MS Firewall Intra Array"
"2174","msfw-array","udp","MS Firewall Intra Array"
"2175","airsync","tcp","Microsoft Desktop AirSync Protocol"
"2175","airsync","udp","Microsoft Desktop AirSync Protocol"
"2176","rapi","tcp","Microsoft ActiveSync Remote API"
"2176","rapi","udp","Microsoft ActiveSync Remote API"
"2177","qwave","tcp","qWAVE Bandwidth Estimate"
"2177","qwave","udp","qWAVE Bandwidth Estimate"
"2178","bitspeer","tcp","Peer Services for BITS"
"2178","bitspeer","udp","Peer Services for BITS"
"2179","vmrdp","tcp","Microsoft RDP for virtual machines"
"2179","vmrdp","udp","Microsoft RDP for virtual machines"
"2180","mc-gt-srv","tcp","Millicent Vendor Gateway Server"
"2180","mc-gt-srv","udp","Millicent Vendor Gateway Server"
"2181","eforward","tcp","eforward"
"2181","eforward","udp","eforward"
"2182","cgn-stat","tcp","CGN status"
"2182","cgn-stat","udp","CGN status"
"2183","cgn-config","tcp","Code Green configuration"
"2183","cgn-config","udp","Code Green configuration"
"2184","nvd","tcp","NVD User"
"2184","nvd","udp","NVD User"
"2185","onbase-dds","tcp","OnBase Distributed Disk Services"
"2185","onbase-dds","udp","OnBase Distributed Disk Services"
"2186","gtaua","tcp","Guy-Tek Automated Update Applications"
"2186","gtaua","udp","Guy-Tek Automated Update Applications"
"2187","ssmc","tcp","Sepehr System Management Control"
"2187","ssmd","udp","Sepehr System Management Data"
"2188","radware-rpm","tcp","Radware Resource Pool Manager"
"2188","","udp","Reserved"
"2189","radware-rpm-s","tcp","Secure Radware Resource Pool Manager"
"2189","","udp","Reserved"
"2190","tivoconnect","tcp","TiVoConnect Beacon"
"2190","tivoconnect","udp","TiVoConnect Beacon"
"2191","tvbus","tcp","TvBus Messaging"
"2191","tvbus","udp","TvBus Messaging"
"2192","asdis","tcp","ASDIS software management"
"2192","asdis","udp","ASDIS software management"
"2193","drwcs","tcp","Dr.Web Enterprise Management Service"
"2193","drwcs","udp","Dr.Web Enterprise Management Service"
"2194-2196","","","Unassigned"
"2197","mnp-exchange","tcp","MNP data exchange"
"2197","mnp-exchange","udp","MNP data exchange"
"2198","onehome-remote","tcp","OneHome Remote Access"
"2198","onehome-remote","udp","OneHome Remote Access"
"2199","onehome-help","tcp","OneHome Service Port"
"2199","onehome-help","udp","OneHome Service Port"
"2200","ici","tcp","ICI"
"2200","ici","udp","ICI"
"2201","ats","tcp","Advanced Training System Program"
"2201","ats","udp","Advanced Training System Program"
"2202","imtc-map","tcp","Int. Multimedia Teleconferencing Cosortium"
"2202","imtc-map","udp","Int. Multimedia Teleconferencing Cosortium"
"2203","b2-runtime","tcp","b2 Runtime Protocol"
"2203","b2-runtime","udp","b2 Runtime Protocol"
"2204","b2-license","tcp","b2 License Server"
"2204","b2-license","udp","b2 License Server"
"2205","jps","tcp","Java Presentation Server"
"2205","jps","udp","Java Presentation Server"
"2206","hpocbus","tcp","HP OpenCall bus"
"2206","hpocbus","udp","HP OpenCall bus"
"2207","hpssd","tcp","HP Status and Services"
"2207","hpssd","udp","HP Status and Services"
"2208","hpiod","tcp","HP I/O Backend"
"2208","hpiod","udp","HP I/O Backend"
"2209","rimf-ps","tcp","HP RIM for Files Portal Service"
"2209","rimf-ps","udp","HP RIM for Files Portal Service"
"2210","noaaport","tcp","NOAAPORT Broadcast Network"
"2210","noaaport","udp","NOAAPORT Broadcast Network"
"2211","emwin","tcp","EMWIN"
"2211","emwin","udp","EMWIN"
"2212","leecoposserver","tcp","LeeCO POS Server Service"
"2212","leecoposserver","udp","LeeCO POS Server Service"
"2213","kali","tcp","Kali"
"2213","kali","udp","Kali"
"2214","rpi","tcp","RDQ Protocol Interface"
"2214","rpi","udp","RDQ Protocol Interface"
"2215","ipcore","tcp","IPCore.co.za GPRS"
"2215","ipcore","udp","IPCore.co.za GPRS"
"2216","vtu-comms","tcp","VTU data service"
"2216","vtu-comms","udp","VTU data service"
"2217","gotodevice","tcp","GoToDevice Device Management"
"2217","gotodevice","udp","GoToDevice Device Management"
"2218","bounzza","tcp","Bounzza IRC Proxy"
"2218","bounzza","udp","Bounzza IRC Proxy"
"2219","netiq-ncap","tcp","NetIQ NCAP Protocol"
"2219","netiq-ncap","udp","NetIQ NCAP Protocol"
"2220","netiq","tcp","NetIQ End2End"
"2220","netiq","udp","NetIQ End2End"
"2221","ethernet-ip-s","tcp","EtherNet/IP over TLS"
"2221","ethernet-ip-s","udp","EtherNet/IP over DTLS"
"2222","EtherNet-IP-1","tcp","EtherNet/IP I/O
IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-1""."
"2222","EtherNet/IP-1","tcp","EtherNet/IP I/O"
"2222","EtherNet-IP-1","udp","EtherNet/IP I/O
IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-1""."
"2222","EtherNet/IP-1","udp","EtherNet/IP I/O"
"2223","rockwell-csp2","tcp","Rockwell CSP2"
"2223","rockwell-csp2","udp","Rockwell CSP2"
"2224","efi-mg","tcp","Easy Flexible Internet/Multiplayer Games"
"2224","efi-mg","udp","Easy Flexible Internet/Multiplayer Games"
"2225","rcip-itu","tcp","Resource Connection Initiation Protocol"
"2225","","udp","Reserved"
"2225","rcip-itu","sctp","Resource Connection Initiation Protocol"
"2226","di-drm","tcp","Digital Instinct DRM"
"2226","di-drm","udp","Digital Instinct DRM"
"2227","di-msg","tcp","DI Messaging Service"
"2227","di-msg","udp","DI Messaging Service"
"2228","ehome-ms","tcp","eHome Message Server"
"2228","ehome-ms","udp","eHome Message Server"
"2229","datalens","tcp","DataLens Service"
"2229","datalens","udp","DataLens Service"
"2230","queueadm","tcp","MetaSoft Job Queue Administration Service"
"2230","queueadm","udp","MetaSoft Job Queue Administration Service"
"2231","wimaxasncp","tcp","WiMAX ASN Control Plane Protocol"
"2231","wimaxasncp","udp","WiMAX ASN Control Plane Protocol"
"2232","ivs-video","tcp","IVS Video default"
"2232","ivs-video","udp","IVS Video default"
"2233","infocrypt","tcp","INFOCRYPT"
"2233","infocrypt","udp","INFOCRYPT"
"2234","directplay","tcp","DirectPlay"
"2234","directplay","udp","DirectPlay"
"2235","sercomm-wlink","tcp","Sercomm-WLink"
"2235","sercomm-wlink","udp","Sercomm-WLink"
"2236","nani","tcp","Nani"
"2236","nani","udp","Nani"
"2237","optech-port1-lm","tcp","Optech Port1 License Manager"
"2237","optech-port1-lm","udp","Optech Port1 License Manager"
"2238","aviva-sna","tcp","AVIVA SNA SERVER"
"2238","aviva-sna","udp","AVIVA SNA SERVER"
"2239","imagequery","tcp","Image Query"
"2239","imagequery","udp","Image Query"
"2240","recipe","tcp","RECIPe"
"2240","recipe","udp","RECIPe"
"2241","ivsd","tcp","IVS Daemon"
"2241","ivsd","udp","IVS Daemon"
"2242","foliocorp","tcp","Folio Remote Server"
"2242","foliocorp","udp","Folio Remote Server"
"2243","magicom","tcp","Magicom Protocol"
"2243","magicom","udp","Magicom Protocol"
"2244","nmsserver","tcp","NMS Server"
"2244","nmsserver","udp","NMS Server"
"2245","hao","tcp","HaO"
"2245","hao","udp","HaO"
"2246","pc-mta-addrmap","tcp","PacketCable MTA Addr Map"
"2246","pc-mta-addrmap","udp","PacketCable MTA Addr Map"
"2247","antidotemgrsvr","tcp","Antidote Deployment Manager Service"
"2247","antidotemgrsvr","udp","Antidote Deployment Manager Service"
"2248","ums","tcp","User Management Service"
"2248","ums","udp","User Management Service"
"2249","rfmp","tcp","RISO File Manager Protocol"
"2249","rfmp","udp","RISO File Manager Protocol"
"2250","remote-collab","tcp","remote-collab"
"2250","remote-collab","udp","remote-collab"
"2251","dif-port","tcp","Distributed Framework Port"
"2251","dif-port","udp","Distributed Framework Port"
"2252","njenet-ssl","tcp","NJENET using SSL"
"2252","njenet-ssl","udp","NJENET using SSL"
"2253","dtv-chan-req","tcp","DTV Channel Request"
"2253","dtv-chan-req","udp","DTV Channel Request"
"2254","seispoc","tcp","Seismic P.O.C. Port"
"2254","seispoc","udp","Seismic P.O.C. Port"
"2255","vrtp","tcp","VRTP - ViRtue Transfer Protocol"
"2255","vrtp","udp","VRTP - ViRtue Transfer Protocol"
"2256","pcc-mfp","tcp","PCC MFP"
"2256","pcc-mfp","udp","PCC MFP"
"2257","simple-tx-rx","tcp","simple text/file transfer"
"2257","simple-tx-rx","udp","simple text/file transfer"
"2258","rcts","tcp","Rotorcraft Communications Test System"
"2258","rcts","udp","Rotorcraft Communications Test System"
"2259","","","Unassigned"
"2260","apc-2260","tcp","APC 2260"
"2260","apc-2260","udp","APC 2260"
"2261","comotionmaster","tcp","CoMotion Master Server"
"2261","comotionmaster","udp","CoMotion Master Server"
"2262","comotionback","tcp","CoMotion Backup Server"
"2262","comotionback","udp","CoMotion Backup Server"
"2263","ecwcfg","tcp","ECweb Configuration Service"
"2263","ecwcfg","udp","ECweb Configuration Service"
"2264","apx500api-1","tcp","Audio Precision Apx500 API Port 1"
"2264","apx500api-1","udp","Audio Precision Apx500 API Port 1"
"2265","apx500api-2","tcp","Audio Precision Apx500 API Port 2"
"2265","apx500api-2","udp","Audio Precision Apx500 API Port 2"
"2266","mfserver","tcp","M-Files Server"
"2266","mfserver","udp","M-files Server"
"2267","ontobroker","tcp","OntoBroker"
"2267","ontobroker","udp","OntoBroker"
"2268","amt","tcp","AMT"
"2268","amt","udp","AMT"
"2269","mikey","tcp","MIKEY"
"2269","mikey","udp","MIKEY"
"2270","starschool","tcp","starSchool"
"2270","starschool","udp","starSchool"
"2271","mmcals","tcp","Secure Meeting Maker Scheduling"
"2271","mmcals","udp","Secure Meeting Maker Scheduling"
"2272","mmcal","tcp","Meeting Maker Scheduling"
"2272","mmcal","udp","Meeting Maker Scheduling"
"2273","mysql-im","tcp","MySQL Instance Manager"
"2273","mysql-im","udp","MySQL Instance Manager"
"2274","pcttunnell","tcp","PCTTunneller"
"2274","pcttunnell","udp","PCTTunneller"
"2275","ibridge-data","tcp","iBridge Conferencing"
"2275","ibridge-data","udp","iBridge Conferencing"
"2276","ibridge-mgmt","tcp","iBridge Management"
"2276","ibridge-mgmt","udp","iBridge Management"
"2277","bluectrlproxy","tcp","Bt device control proxy"
"2277","bluectrlproxy","udp","Bt device control proxy"
"2278","s3db","tcp","Simple Stacked Sequences Database"
"2278","s3db","udp","Simple Stacked Sequences Database"
"2279","xmquery","tcp","xmquery"
"2279","xmquery","udp","xmquery"
"2280","lnvpoller","tcp","LNVPOLLER"
"2280","lnvpoller","udp","LNVPOLLER"
"2281","lnvconsole","tcp","LNVCONSOLE"
"2281","lnvconsole","udp","LNVCONSOLE"
"2282","lnvalarm","tcp","LNVALARM"
"2282","lnvalarm","udp","LNVALARM"
"2283","lnvstatus","tcp","LNVSTATUS"
"2283","lnvstatus","udp","LNVSTATUS"
"2284","lnvmaps","tcp","LNVMAPS"
"2284","lnvmaps","udp","LNVMAPS"
"2285","lnvmailmon","tcp","LNVMAILMON"
"2285","lnvmailmon","udp","LNVMAILMON"
"2286","nas-metering","tcp","NAS-Metering"
"2286","nas-metering","udp","NAS-Metering"
"2287","dna","tcp","DNA"
"2287","dna","udp","DNA"
"2288","netml","tcp","NETML"
"2288","netml","udp","NETML"
"2289","dict-lookup","tcp","Lookup dict server"
"2289","dict-lookup","udp","Lookup dict server"
"2290","sonus-logging","tcp","Sonus Logging Services"
"2290","sonus-logging","udp","Sonus Logging Services"
"2291","eapsp","tcp","EPSON Advanced Printer Share Protocol"
"2291","eapsp","udp","EPSON Advanced Printer Share Protocol"
"2292","mib-streaming","tcp","Sonus Element Management Services"
"2292","mib-streaming","udp","Sonus Element Management Services"
"2293","npdbgmngr","tcp","Network Platform Debug Manager"
